RegistrationNo,CompanyName,BuildingNumber,StreetName,TownName,CountrySubDivision,PostCode,Country
984500F18E9B1XB09A48,INDASI LIFESCIENCE PRIVATE LIMITED,73 to 76,"nan, Bhimpore, Plot No. , Silver Industrial Estate Bhimpore",Daman and Diu,IN-DH,396210,IN
648817B7QQKD60I6K825,R K PET PROFILES,"184, 1, 39","nan, Bhimpore, Survey No. 184/1, Plot No. 39, Panchal Udhyog Nagar, Nani Daman, Dadra and Nagar Haveli and Daman and Diu",Daman,,396210,IN
89450071L9POFM0A5Y67,SSS XPRESS,"HNO 6, 4, 466, 1","nan, Bholakpur, Bhoiguda, HNO 6-4-466/1, Krishnanagar Colony, Gandhinagar",HYDERABAD,,500080,IN
6488DE3690G3RQX22W61,BM JEWELLERSS PRIVATE LIMITED,"10, 1ST","Azad Chowk Road, Bhopal Ganj, F- FLOOR, APSARA COMPLEX",BHILWARA,,311001,IN
98450009A51E66365018,V SQUARE ASSOCIATES,"161, 5B, 1A, 22","nan, Bhosale Nagar, Hadapsar, S. NO. 161/5B/1A, PLOT NO. 22, SHRADDHA",Pune,IN-MH,411028,IN
335800GVMSQ24MNCKA87,SHENDE INDUSTRIES PRIVATE LIMITED,"2, FLAT NO 405","nan, Bhugaon, Bavdhan, T-, THE HIGHLAND, FOREST TRAILS",PUNE,IN-MH,412115,IN
984500D5AU4791F14208,SUNLIGHT INFRA ENERGY PRIVATE LIMITED,A 1305,"nan, Bhuyang Dev, Sola, , EMPIRE BUSINESS HUB, OPP. SHAKTI FARM SCIENCE CITY ROAD",Ahmedabad,IN-GJ,380060,IN
335800WSBUFICRWYE350,SANAKA AGROTECH PRIVATE LIMITED,"B150, SECTOR 2","Columbia Street, Bidhannagar, B BIDHANNAGAR",DURGAPUR,IN-WB,713212,IN
3358008VB3LP1JXYIY94,BENGAL AGRO POULTRY PRIVATE LIMITED,"T2, 10, 11","nan, Bidhannagar, C/O SUJIT SHAW, T2/10&11, SALARPURIA GARDENIA, BARDHAMAN, KANKSA, WEST BENGAL, INDIA",BIDHANNAGAR,IN-WB,713212,IN
335800FUPCNXDLCURV44,VARSHA CONSTRUCTIONS,"SY NO 82, 2","nan, Bikkanahalli, SY NO 82/2, BIKKANAHALLI MAIN ROAD, B HOSAHALLI ROAD, SARJAPURA",BANGALORE,IN-KA,562125,IN
335800RE5EUMG4COXC66,SRI BALAJI BUILDERS,"SY NO 82, 2","nan, Bikkanahalli, SY NO 82/2, BIKKANAHALLI MAIN ROAD, B HOSAHALLI ROAD, SARJAPURA",BANGALORE,IN-KA,562125,IN
98450012B5N50C66D588,ENERGYEDGE POWER TRADING PRIVATE LIMITED,"114, 17, 2","Ranka Colony Road, Bilekahalli, Flat No. 114, Block B, Surabhi Apartments, 17/2, Banerghatta",Bangalore,IN-KA,560076,IN
9845000B3E2C4D110062,PAYGREX TECHNOLOGIES PRIVATE LIMITED,"1st, 326","nan, Binnamangala, 1st Stage, Indiranagar, 326, Slate House Ground Floor",Bangalore,IN-KA,560038,IN
894500ALDZGWA5W39205,SPARKLE ASSOCIATES ENTERPRISES PRIVATE LIMITED,"4, 40","nan, Black B, WEA, Karol Bagh, 4/40 WEST EXTN.AREA KAROL BAGH NEW DELHI",NEW DELHI,,110005,IN
98450097E5BC9E347869,RISING SUN PUBLISHING COMPANY,Block 11,"24, Pusa Road, WEA, Karol Bagh",Delhi,IN-DL,110005,IN
89450076O6U0HZWARA51,SUBAAN LIME PRIVATE LIMITED,"Block 13, 010","12, Block 13, Begumpur, 010 GROUND FLOOR SARVAPRIYA APARTMENTS, SARVAPRIYA VIHAR, South West Delhi",New Delhi,,110016,IN
98450074448DCWA97F26,FREEZE KOOL APPLIANCES PRIVATE LIMITED,"Block 16, 1, 7","nan, Block 16, West Patel Nagar, Patel Nagar, 1/7, Patel Nagar West",New Delhi,IN-DL,110008,IN
984500BF405088668A34,Narendra Road Lines,"Block 19, 143","nan, Block 19, Shakti Nagar, 143",Udaipur,IN-RJ,313003,IN
6488Q32UZ604OL1I2L75,MILKAM FOODS PRIVATE LIMITED,"Block 19, 22, 128","nan, Block 19, West Patel Nagar, Patel NagarNew, 22/128, Delhi",New Delhi,,110008,IN
984500B2DFAAFE3TB051,BRIN'S INFRA SOLUTIONS PRIVATE LIMITED,"Block 1, 14, 38","14, Jheel Marg, Block 1a, Geeta Colony, QTR. NO. 14/38, KURANJA GEETA COLONY",Delhi,IN-DL,110031,IN
9845006B78A91CB6FB61,JEWELLERS BHOLA,Block 35,"2621, Bank Street, M, Beadonpura, Karol Bagh",Delhi,IN-DL,110005,IN
9845006662C689A4L527,SOCIETY FOR PUBLIC EDUCATION CULTURAL TRAINING AND RURAL ACTION,"Block 39, 11","nan, Block 39, East Patel Nagar, Patel Nagar, E-11, MANNA KA ROAD",ALWAR,IN-RJ,301001,IN
9845008EA9DFAC942B42,KANUSHI EXPORTS PRIVATE LIMITED,"Block 3, 2895, 1st","Gali Number 44, Block 3H, Beadonpura, Karol Bagh, 2895, 1st Beadon Pura, No., Main Arya Samaj Road",New Delhi,IN-DL,110005,IN
6488ASHEH657L7O68117,PARASRAMKA GLOBAL PRIVATE LIMITED,"Block 48, 214","1333, Desh Bandhu Gupta Road, Block 48D, Beadonpura, Karol Bagh, 214, Durga Chambers, DB Karol Bagh, Delhi, India",NEW DELHI,,110005,IN
984500D4AA81D82AAU06,GEE GEE MOTORS,"Block 9, 1, 252, 253","nan, Block 9, Press Colony, Subhash Nagar, 1/252-253, TAGORE GARDEN, West Delhi",Delhi,IN-DL,110027,IN
9845009VA4D28KA9DD41,ATC DESIGNERS,"467, 483, 2 AND 3, 3","nan, Block A, Dilshad Garden, 467-483/2 AND 3/3, JHILMIL",Delhi,IN-DL,110095,IN
335800D1F7FC7V58J894,MORGAN SECURITIES AND CREDITS PRIVATE LIMITED,53,"nan, Block A, Friends Colony East, New Friends Colony, , FRIENDS COLONY (EAST)",DELHI,IN-DL,110065,IN
335800HP74XT4SLCK661,MORGAN LAND DIVISION PRIVATE LIMITED,62,"nan, Block A, Friends Colony East, New Friends Colony, , FRIENDS COLONY (EAST)",DELHI,IN-DL,110065,IN
335800UFVVIJCFM5P373,MORGAN ARC PRIVATE LIMITED,53,"nan, Block A, Friends Colony East, New Friends Colony, HOUSE NO- FRIENDS COLONY EAST, NEW DELHI, DELHI -",DELHI,IN-DL,110065,IN
648850C7YQQU882WU003,VENUS STEPS SOUTH X,10,"nan, Block A, GF/FF/SF, E-, SOUTH EXTENSION, PART II, MAIN MARKET, Delhi",South Delhi,,110049,IN
89450068HMXKS4N3HY55,COREDGE.IO INDIA PRIVATE LIMITED,"Sector 62, 02, 6th, 62","A-44 & 45, Sushil Marg, Block A, Industrial Area, Sector 62, OFFICE NO.02, 6th FLOOR, TOWER-B, EMBASSY GALAXY BUSINESS PARK, AND, SECTOR-62",NOIDA,,201309,IN
335800Y4LELEYYIUK495,TANDT INFRA BUILDERS PRIVATE LIMITED,"Sector 62, B 6, 46 SECTOR 62","Unnamed Road, Block A, Industrial Area, Sector 62, THE CORENTHUM TOWER TOWER-B 6TH FLOOR OFFICE NO. 46 SECTOR 62, GAUTAM BUDDHA NAGAR, NOIDA",NOIDA,IN-UP,201301,IN
984500E8B76FA5I14X02,VASUDEV ALUCAN PRIVATE LIMITED,18,"nan, Block A, Jwalapuri, Paschim Vihar, , JWALA PURI, DELHI ROAD",MEERUT,IN-UP,250002,IN
335800FBL6N4QZCLOJ44,MARIGOLD FOUNDATION,"2, 240","nan, Block A, Nand Nagri, Mandoli, E-2/240",DELHI,IN-DL,110093,IN
3358005N4BKTNSUVOL55,PHD CHAMBER OF COMMERCE AND INDUSTRY STAFF PROVIDENT FUND,"4, 2","August Kranti Marg, Block A, Nipccd Campus, Hauz Khas, PHD HOUSE, 4/2, SIRI INSTITUTIONAL AREA",NEW DELHI,IN-DL,110016,IN
335800N81PNE4T33H493,SILICONE CONCEPTS INTERNATIONAL PRIVATE LIMITED,77,"nan, Block A, Okhla Phase II, Okhla Industrial Estate, A-, DDA SHEDS, OKHLA INDUSTRIAL AREA, PHASE - II",NEW DELHI,IN-DL,110020,IN
3358008Z6TA7S4GFYV56,CHOUDHARY BHIM SINGH INSTITUTE OF SCIENCE AND TECHNOLOGY,"244, 245, PLOT NO 21","Maharaja Agrasen Marg, Block AP, Poorvi Pitampura, Pitampura, 244-245, VARDHMAN PLAZA, PLOT NO 21, KP BLOCK",PITAMPURA,IN-DL,110034,IN
335800NOG1KHTBVILA88,CISC INDIA PRIVATE LIMITED,"Block B 7, 7, 41","nan, Block B 7, Arjun Nagar, Safdarjung Enclave, B-7/41 FIRST FLOOR SAFDARJUNG ENCLAVE",NEW DELHI,IN-DL,110029,IN
984500FBEA412AAF0162,RINNOVATORE ENERGY PRIVATE LIMITED,"Block B 7, 7, 41","nan, Block B 7, Arjun Nagar, Safdarjung Enclave, B-7/41 First Floor Safdarjung Enclave, Nauroji Nagar",New Delhi,IN-DL,110029,IN
984500EB08FBDABBB523,RINNOVABILE ENERGY PRIVATE LIMITED,"Block B 7, 7, 41","nan, Block B 7, Arjun Nagar, Safdarjung Enclave, B-7/41, FIRST FLOOR, Nauroji Nagar",NEW DELHI,IN-DL,110029,IN
984500VD0A3D3A0TF850,SAISEI ENERGY INDIA PRIVATE LIMITED,"Block B 7, 7, 41","nan, Block B 7, Arjun Nagar, Safdarjung Enclave, B-7/41, FIRST FLOOR, Nauroji Nagar",New Delhi,IN-DL,110029,IN
984500F7391B0F739A31,IRIS ONE PRIVATE LIMITED,"Block B 7, 7, 41","nan, Block B 7, Arjun Nagar, Safdarjung Enclave, B-7/41, First Floor Safdarjung Enclave, Nauroji Nagar",New Delhi,IN-DL,110029,IN
8945008XC7BHBF762E34,AAR AAR TECHNOPLAST PRIVATE LIMITED,"18, 1","18, Mathura Road, Block B, 18/1",FARIDABAD,,121007,IN
98450084FD9FBB0AFA20,TECHNOWARE SYSTEMS INDIA PRIVATE LIMITED,404,"New Ashok Nagar Road, Block B, Block B, B-",New Delhi,IN-DL,110096,IN
984500EX4FC3NAF07858,GURDEV NARAIN FOUNDATION,"177, 1","nan, Block B, Greater Kailash I, Greater Kailash, R-177, LOWER GROUND FLOOR, GREATER KAILASH -1",New Delhi,IN-DL,110048,IN
8945005L33GVQYHG1I24,FLIGHT RESERVATIONS,"Sector 62, 101, 102, 103, 104, 105, B106, 107, 8, Sector62","nan, Block B, Industrial Area, Sector 62, First Floor, Tower B, Unit No. B-101, B-102, B-103, B-104, B-105, B106, B-107, ITES Complex, KLJ Noida One, Plot No. 8, Block-B, Sector62, Noida",NOIDA,,201309,IN
8945008NSJ9VQKQNHY29,SHRI KRISHNA DETCHEM PRIVATE LIMITED,"24, 1","nan, Block B, Ramesh Nagar, B-24/1, RAMESH NAGAR DOUBLE STORY",NEW DELHI,,110015,IN
89450056RLEHDOSO6U33,JINDAL ITALIA MARMO (I) INC,"Sector 34, 61, Sector 34","nan, Block B, Sector 34, Plot No. 61, Sector 34 Marble Market Opposite DPGITM College",Gurugram,,122004,IN
64886BBG778M4U84QS04,PI KUMIAI PRIVATE LIMITED,"Sector 43, 510, 5th, Phase 1","nan, Block B, Sector 43, 510, 5th Floor, Vipul Square, B Block, Sushant Lok, Phase 1, GURUGRAM",Gurgaon,,122009,IN
335800EK82299S7MXG35,ALLIANCE DIGITECH PRIVATE LIMITED,"4, 46","C1/18, Bhagwan Shree Parswan Road, Block B, Yamuna Vihar, Tukhmirpur, B-4/46, F/FYAMUNA VIHAR, SHAHDARA, EAST DELHI",EAST DELHI,IN-DL,110053,IN
9845009AA39C122D4927,OPMANAV ESTATE SPACES LLP,"Block C 2, 2","nan, Block C 2, Gurgaon Rural, C-2 Block, Palam Vihar",Gurgaon,IN-HR,122017,IN
98450052A6B05C156438,EPIC BRANDS PRIVATE LIMITED,"Block C 6, 4, 54","nan, Block C 6, Safdarjung Development Area, Hauz Khas, C-4/54, GROUND FLOOR, S.D.A., South Delhi",NEW DELHI,IN-DL,110016,IN
8945008IK2LS17IR9224,PRANIL POLYMERS LIMITED,"262, 44","nan, Block C, Defence Colony, C-262 SECTOR-44 NOIDA",NOIDA,,201301,IN
9845003C596A78ED9C09,LUCKNOW GASTROENTEROLOGY INSTITUTE PRIVATE LIMITED,"15, 109","nan, Block C, Indira Nagar, 15/109, Ghazipur (Lucknow)",Lucknow,IN-UP,226016,IN
8945008Z16CXC7TU9I48,JASWANT GARMENTS PRIVATE LIMITED,"71, 6M","71/6, Rama Road, Block C, Najafgarh Industrial Area, 71/6M, NAJAFGARH, INDUSTRIAL AREA",NEW DELHI,,110015,IN
3358008GOXCSN5FTE924,KALPANA,"Naraina Industrial Area Phase 1, 157","nan, Block C, Naraina Industrial Area Phase 1, Naraina, C-157, NARAINA INDUSTRIAL AREA, PHASE-I",NEW DELHI,IN-DL,110028,IN
984500AE4365CEC58F56,SHRINIWAS TIN INDUSTRIES PVT LTD,122,"nan, Block C, Naraina Vihar, Naraina, C-, Naraina Industrial Area Phase-I",New Delhi,IN-DL,110028,IN
3358007BXZCNHXJJYO33,JIRE GREEN ENERGY PROJECT THREE LIMITED,"HABITAT INDIA 2, C3","nan, Block C, Qutab Institutional Area, HABITAT INDIA 2ND FLOOR, C3 QUTAB INSTITUTIONAL AREA, KATWARIA SARAI, SOUTH WEST DELHI",NEW DELHI,IN-DL,110016,IN
3358004KCU3Y4OPMZ561,JIRE GREEN ENERGY PROJECT TWO LIMITED,3,"nan, Block C, Qutab Institutional Area, HABITAT INDIA, C-, KATWARIA SARAI, SOUTH WEST DELHI, NEW DELHI",NEW DELHI,IN-DL,110016,IN
3358004KAZ6HUJAXJM37,ORG PROJECTS LLP,PLOT NO 100,"Nursery Circle, Block C, Vaishali Nagar,  KALYAN TOWER THIRD FLOOR, OPP RAJUL AUGUSTA NR",JAIPUR,IN-RJ,302021,IN
335800WJPJMB3CI13T69,NAVDIP FORGE PRIVATE LIMITED,176,"D167, Jail Road, Block D, Gopal Nagar, Fateh Nagar, D-, FATEH NAGAR, TILAK NAGAR, WEST DELHI",NEW DELHI,IN-DL,110018,IN
8945004IFSN6IMNQT209,IMPACT COMMUNICATIONS PRIVATE LIMITED,362,"nan, Block D, Nirman Vihar, Preet Vihar, E-, FIRST FLOOR, NIRMAN VIHAR NEAR METRO STATION",NEW DELHI,,110092,IN
984500D58FKF0AEECD24,RAAMTEL SOLUTIONS PRIVATE LIMITED,159,"nan, Block DP, Poorvi, Pitampura, NP-, MAURYA ENCLAVE PITAMPURA",NEW DELHI,IN-DL,110034,IN
8945005EMAEMXQMIK625,PULIZIA FM SERVICES PRIVATE LIMITED,"Block E 7, 17, 1","1, Shani Bazar Road, Block E 7, Sultanpuri, H NO-17, BLOCK-H, VIJAY VIHAR-1",NEW DELHI,,110085,IN
9845008C96766144B853,ALPEX GREEN ENERGIES PRIVATE LIMITED,"2, 1st, 026, 5","Alpha-1, Block E, Alpha I, Office No.2, 1st Floor, I-026, Site-5, Surajpur, Industrial Area, Kasna, Greater Noida, I.A. Surajpur",Gautam Buddha Nagar,IN-UP,201306,IN
9845006DD04EDF650355,GERANIUMPLUS INVESTMENTS PRIVATE LIMITED,"77A, B Greater Kailash 1","nan, Block E, Greater Kailash I, Greater Kailash, 77A, Block-B Greater Kailash 1",New Delhi,IN-DL,110048,IN
984500E6B8509CDDF353,J S INFOSOFT PRIVATE LIMITED,"7, 3","nan, Block E, Model Town Phase I, Model Town, House No. 7, Block - E-3 Model Town, North West",New Delhi,IN-DL,110009,IN
8945002KZVZXM0U6PI82,HINDUSTAN SHUDH GHEE UDHYOG (OPC) PRIVATE LIMITED,"36, 1","nan, Block E, Mohan Cooperative Industrial Estate, Badarpur, A-36/B-1 EXTENSION, MOHAN CO-OPERATIVE INDUSTRIAL ESTATE, MATHURA ROAD",NEW DELHI,,110044,IN
984500BAFB68AFABCE65,ROYAL AUTOTECH PRIVATE LIMITED,48,"nan, Block E, Mohan Cooperative Industrial Estate, Badarpur, B-II/, MOHAN CO-OPERATIVE INDUSTRIAL ESTATE, BADARPUR BORDER, NEAR BADARPUR METRO STATION",NEW DELHI,IN-DL,110044,IN
335800W868DDDI99BR14,ORBIT PROJECT CONSULTANTS INDIA PRIVATE LIMITED,32,"nan, Block F, Bali Nagar, HOUSE NO. , BASEMENT FLOOR, BLOCK-F, WEST DELHI",NEW DELHI,IN-DL,110015,IN
6488K2DNG3M89I1Q5469,PERIWAL POLYTECH PRIVATE LIMITED,"DLF Phase 1, Sector 26, 37","37, Arjun Marg, Block F, DLF Phase 1, Sector 26A, HOUSE NO.37, FIRST FLOOR, DLF CITY, PHASE-I, Haryana",Gurgaon,,122002,IN
89450080UMGHMCKN0644,RAVI AGRO INDUSTRIES,"15, 9 to 22","nan, Block F, Industrial Area, Bulandshahr Road Industrial Area, Ward no.-15, Plot no. 9 to 22",Lakhanpuri,,494336,IN
3358004TQJNUOL8RZK30,JRD INFRATECH PRIVATE LIMITED,"6, 208","nan, Block F, Kondli, SHOP NO. 6, KH NO. 208, VILLAGE KONDLI EAST DELHI",DELHI,IN-DL,110096,IN
89450074IL59K99ZLI28,ADDRESS HOME RETAIL PRIVATE LIMITED,"65, 3rd","nan, Block F, South Extension I, P- Floor, South Extention, Part-II, New Delhi",New Delhi,,110049,IN
64884YIK002K32BL0Z68,BALRAJ AUTO PARTS PRIVATE LIMITED,360 2,"nan, Block F, Sudershan Park, HOUSE NO. ND FLOOR, BLOCK F SUDARSHAN PARK CITY, India, DELHI",DELHI,,110015,IN
984500ZI1CCO09G81A79,CHIRAG SUPER STORES,"Sector 11, Shop No 5, 6, Plot No 29, 11","Dhansoli Nirman Yojana Marg, Block G, Sector 11, Kharghar, Kotak Mahindra Bank, Ground and First Floor, Shop No 5 & 6, Radha Krishna Complex, Plot No 29, Sec-11, Navi Mumbai, Raigad",Navi Mumbai,IN-MH,410210,IN
8945003R14WIVXX8C641,OLYMPIA SHIP MANAGEMENT PRIVATE LIMITED,"Sector 13, 2108, 2109, 2110, Plot No 02, Sector 14","Raghunath Road, Block G, Sector 13, Kharghar, Office No. 2108, 2109 & 2110, Kamdhenu Commerz, Plot No 02, Sector 14",KHARGHAR NAVI MUMBAI,,410210,IN
335800BO9JKTMPYBCW90,NEW SPICE SALES AND SOLUTIONS LIMITED,"6, 101, 1ST","nan, Block H, Guru Nanak Pura, Laxmi Nagar, B-6/101, 1ST FLOOR, NEAR JAIN MANDIR, SUBHASH CHOWK, EAST DELHI",DELHI,IN-DL,110092,IN
984500D1EF0ECC86B818,SERVA SHIKSHA ABHIYAN EDU,"7, 71, 24, 24, 3","nan, Block H, Vandana Vihar, Nangloi, HOUSE NO. 7, FIRST FLOOR, B KH. NO. 71/24, 24/3, AMBICA ENCLAVE, NIHAL VIHAR, POLE NO. NANGLOI",NEW DELHI,IN-DL,110041,IN
335800VAESG1IL77AH06,ASIA PACIFIC CAPITAL (INDIA) PRIVATE LIMITED,76,"nan, Block J & K, Laxmi Nagar, H NO. /A, FIRST FLOOR, J & K BLOCK, EASTDELHI",EAST DELHI,IN-DL,110092,IN
8945007PX2GZAO57JQ19,ROSELEY FOODS PRIVATE LIMITED,"323, 11 106","Gurunanak Pura, Block J, Vishwakarma Park, Laxmi Nagar, D-323/11 106, Bala ji Complex, Laxmi Nagar DELHI",DELHI,,110092,IN
984500M6B1BB71CEA951,PRAD DEALTRADE LLP,"415, 4TH","2, Brahma Bandhab Upadhyay Sarani, Block M, New Alipore, ROOM NO.  FLOOR, NEW ALIPORE MARKET",Kolkata,IN-WB,700053,IN
89450085XJKTOQGNLI70,TODAY CLEAN ENERGY PRIVATE LIMITED,8th,"402, Barakhamba Road, Block N,  Floor, Statesman House",New Delhi,,110001,IN
8945001YD2A2RRBXIU80,PRABHAT ENGINEERING SERVICES PRIVATE LIMITED,"Block N1, 1441, 197","nan, Block N1, IRC Village, Nayapalli, PLOT NO-1441, KHATA NO-197 (NEAR CRP SQURE) JAYADEV VIHAR, Khordha, BHUBANESWAR",BHUBANESWAR,,751023,IN
89450092F4FTDT36NQ43,BALKRISHNA WEAVING LLP,"512, 1, 3, 4, 5","nan, Block No - 512/A/1, Plot No - 3-B, 4-B, 5-C, Dosvada",Vyara,,394650,IN
894500931AMVXQEP9Y80,Balkrishna Creation LLP,"Block No 512, 1, 1, 2, 5","nan, Block No 512/A/1, Plot No - 1-A, 2-B, 5-C, Dosvada, Vyara",Vyara,,394650,IN
984500JABT1F66E37C54,JALARAM STONE INDUSTRIES,1761,"1, Chikhli - Vansda Road, Block No. , Paiki, Alipore",Navsari,IN-GJ,396521,IN
984500M8C7A5E6DBK030,POLYLINK POLYMERS (INDIA) LIMITED,"229, 230","nan, Block No. 229-230 Village Valthera, Dholka",Ahmedabad,IN-GJ,387810,IN
984500NUF55S15B10468,RAJ STEEL INDUSTRIES,"429, P6, H 8","2, Sarkhej-Bavla Road, Block No. 429/P6, Ashwamegh Indl Estate part, Sarkhej bavla N.H 8A, Changodar GIDC",Ahmedabad,IN-GJ,382213,IN
984500DBA12T0569A409,KARMVIR REFINERIES PRIVATE LIMITED,"435, NH08","nan, Block No. 435, Nr.Anmol Hotel, NH08 Village Dantali, Nadiad",Kheda,IN-GJ,387001,IN
984500BDC4ABH5F92D78,RUDRA HOSPITALITY,"66, 1, 66, 2","nan, Block No. 66/1, 66/2, Moje Gam- Gopipura Limit, Halol",Panchmahal,IN-GJ,389240,IN
6488JG39ZKH9VR117965,MARUTI ENTERPRISE,"95, 85, 87, 2","nan, Block No.-95/A, T.P.S.-85, F.P.-87, Sub Plot No.-2, Shivant Arena, Nr. New Ring Road, Gujarat",Surat,,395006,IN
6488KBN78DPX640N8883,KANHEYA YARNS PRIVATE LIMITED,"11, 184, 1ST, 3","11, Street 1, Block P, Mangolpuri, C-11/184, 1ST FLOOR, SECTOR-3, ROHINI, DELHI, India",New Delhi,,110085,IN
984500O5C1CFE815D668,PONAMS DELICIOUS LLP,720,"nan, Block P, New Alipore, P-",Kolkata,IN-WB,700053,IN
64886CV92OIK9E5D7694,MUND INFRAPROJECTS,"323, 4549, 255, 1494","nan, Block Pada, PLOT NO.-323/4549, KHATA NO.-255/1494, C/O SUDARSAN MUND, BLOCKPADA, Jayapatna, Odisha",Kalahandi,,766018,IN
984500BC8BC7E79Q8460,SHREEJEE EXIM LLP,56,"nan, Block QD, Dakshini Pitampura, Pitampura, HOUSE NO. , BLOCK - QD, SHALIMAR BAGH",Delhi,IN-DL,110034,IN
3358008LHSCG8MARBA73,STELLTEK TECHNOLOGIES PRIVATE LIMITED,"Sector 49, 404 4, SOHNA ROAD SECTOR 49","nan, Block S, Sector 49, UNIT NO. 404 4TH FLOOR, UNIVERSAL TRADE TOWER, SOHNA ROAD SECTOR 49",GURGAON,IN-HR,122018,IN
6488NKT9F0CH85898X91,JWM AUTO PRIVATE LIMITED,206,"15, Shivaji Marg, Block T, Karampura Industrial Area, Karam Pura, CGU-, DLF CAPITAL GREENS",NEW DELHI,,110015,IN
984500AA813B81FAEJ61,MAX STEEL PROCESSING HOUSE PRIVATE LIMITED,"Sector 49, 602, 2, 49","Badshahpur Sohna Road Highway, Block W, Sector 49, Flat No. A-602, Park View City-2, Sector - 49",Gurgaon,IN-HR,122018,IN
894500679AJFOA029I73,THE MANAV KALYAN AVAM VIKAS SANSTHA,"7, 22","nan, Block X, West Patel Nagar, Market, 7/22",NEW DELHI,,110008,IN
335800HFWKUEZD2VX421,COMMUNIQUE MARKETING SOLUTIONS PRIVATE LIMITED,Block19C,"5407, Arya Samaj Road, Regar Pura, Karol Bagh",DELHI,IN-DL,110005,IN
9845008915DC86559213,ETHOS HR MANAGEMENT AND PROJECTS PRIVATE LIMITED,101,"nan, Bodakdev, , ORNATE ARCADE, OPP. AUDA GARDEN NR. SIMANDHAR JAIN TEMPLE",AHMEDABAD,IN-GJ,380015,IN
8945005Q60L7TCDGMU22,J K ENGITECH PRIVATE LIMITED,14,"Sindhubhavan Road, Bodakdev, , SUMAN SEASON BUNGLOWS, B/H SINDHU BHAVAN, THALTEJ",AHMEDABAD,,380054,IN
984500655D0839B1FD23,PREKSHA INTERIORS PRIVATE LIMITED,222,"410, Judges Bunglow Road, Bodakdev, , PLATINUM PLAZA, VASTRAPUR",Ahmedabad,IN-GJ,380054,IN
6488JLS5PN514V24C638,MEHTA MECHATRONIX PRIVATE LIMITED,"4, 5","Sarkhej - Gandhinagar Highway, Bodakdev, 4 & 5, SUMEL COMPLEX, NR TEJ MOTORS, SG, Gujarat",AHMEDABAD,,380054,IN
335800MHBGS6MCYM9676,PRAVINCHANDRA LALJIBHAI PATEL HUF,5,"nan, Bodakdev,  RETREAT RESIDENCY, NEAR BRAJ VILLA BUNGALOW",AHMEDABAD,IN-GJ,380059,IN
335800HZKOTKOK5A9519,ANKIT PRAVINBHAI PATEL HUF,5,"nan, Bodakdev, , RETREAT RESIDENCY, OPP BRAJ VILLA BUNGALOWS",AHMEDABAD,IN-GJ,380059,IN
335800EI7DCCRW2SKM32,RASHMI & DOBARIYA CORPORATION,"7, 722, 723","Sindhubhavan Road, Bodakdev, 7, 722 & 723, SHILP EPITOME, RAJPATH CLUB, AHMEDABAD, AHMEDABAD, GUJARAT",AHMEDABAD,IN-GJ,380054,IN
89450087GZ2I2JRG5268,ABHISHEK INTEGRATIONS LIMITED,801,"Rajpath Rangoli Road, Bodakdev, - Venus Benecia, Pakvan Dinning Lane, Opp. Club, S G Highway",Ahmedabad,,380054,IN
3358002O5774CVSEPW53,ELEVAR COMTRADE PRIVATE LIMITED,"902, 9TH","Sindhu Bhavan Marg, Bodakdev,  FLOOR, PV ENCLAVE, B/H, ROAD",AHMEDABAD,IN-GJ,380054,IN
335800QVBGUNUFQOKG88,MIPL GCL INFRACONTRACT PRIVATE LIMITED,21,"Sarkhej - Gandhinagar Highway, Bodakdev, B-, CORPORATE HOUSE, OPP. PAKWAN II, S.G",AHMEDABAD,IN-GJ,380054,IN
894500ARUSJ53DR0QE66,BREWDOM PRIVATE LIMITED,GROUND FLOOR SHOP NO 4 AND 5,"Judges Bunglow Road, Bodakdev, , CORPORATE HOUSE, SG",AHMEDABAD,,380054,IN
33580058BLGZQBVELY24,RIDDHI ENTERPRISE,GF 09,"nan, Bodakdev, GROUND FLOOR, , Z ONE, SHINDHU BHAVAN ROAD, B/S AVALON HOTEL NR MANN PARTY PLOT",AHMEDABAD,IN-GJ,380054,IN
335800XKE94VTUFGHB40,SAMRIDDHI CONTECH PRIVATE LIMITED,HOUSE B COLONNADE 2,"nan, Bodakdev, , NEAR ONE WORLD CAPITAL, B/H. ISCON MALL, B/H. RAJ PATH CLUB",AHMEDABAD,IN-GJ,380054,IN
335800KILIWE1KTLS944,SPRIGHT AGRO LIMITED,1216,"nan, Bodakdev, OFFICE NO. , SHILP EPITOM, RAJPATH - RANGOLI ROAD, OFF SINDHU BHAVAN ROAD",AHMEDABAD,IN-GJ,380054,IN
9845003GDV5579I9C571,Jyothi Ashramam,"5, 431, 25, 65","nan, Bolarum, H. No. 5-431/25/65, Laxmi Enclave, Bollarum",Secunderbad,IN-TS,500010,IN
335800CNSSQ4EP54WG26,POLY REAL ESTATE PRIVATE LIMITED,"14, 1","nan, Bolinj, Virar West, SHOP NO.14, GROUND FLOORVIRAR BOLINJ SAI AASHIRWAD CHSL, PLOT NO.1, MHADA LAYOUT, THANE",THANE,IN-MH,401303,IN
984500E67739F14A4E90,L N C PRIVATE LIMITED,"2, 547, 547, 1","nan, Bollavaram, 2/547/547/1, Sastri Nagar, YMR Colony, Cuddapah",Proddatur,IN-AP,516360,IN
